Date,PPO,SIGNAL,HISTO
2022-10-28,0.0,0.0,0.0
2022-10-31,0.0028829876717467806,0.0016016598176371002,0.0012813278541096804
2022-11-01,0.025165900624485902,0.011259135558148902,0.013906765066337
2022-11-02,0.03771194992277048,0.020220116033969216,0.017491833888801264
2022-11-03,0.0694376844381634,0.03486122990956243,0.03457645452860096
2022-11-04,0.11555884710417398,0.056734770870023966,0.058824076234150015
2022-11-07,0.060628026360446556,0.05772004997204455,0.0029079763884020046
2022-11-08,-0.019728220318782637,0.03910777420611315,-0.05883599452489579
2022-11-09,-0.10570534795008367,0.005655224566428044,-0.11136057251651171
2022-11-10,-0.13426107084113714,-0.02569414773466843,-0.1085669231064687
2022-11-11,-0.24323263207871731,-0.07329032510815281,-0.1699423069705645
2022-11-14,-0.39209255910331803,-0.1417556749208624,-0.2503368841824556
2022-11-15,-0.49331179723572105,-0.21615716453136422,-0.2771546327043568
2022-11-16,-0.5846317562203415,-0.29324232403739353,-0.29138943218294794
2022-11-17,-0.6676031166249734,-0.37084487975015146,-0.29675823687482195
2022-11-18,-0.7035173461278984,-0.4393063933194503,-0.2642109528084481
2022-11-21,-0.7041515915798633,-0.49349566693381863,-0.21065592464604466
2022-11-22,-0.6439553320727471,-0.5241396325704943,-0.11981569950225279
2022-11-23,-0.6306291842912813,-0.5457489662331505,-0.08488021805813084
2022-11-24,-0.6784973177083722,-0.5726083036047468,-0.10588901410362539
2022-11-25,-0.7025278324847359,-0.5988340996546757,-0.10369373283006023
2022-11-28,-0.6869008276253009,-0.6165783748904197,-0.07032245273488125
2022-11-29,-0.6523109241586761,-0.6237673207905282,-0.028543603368147874
2022-11-30,-0.6037726829782574,-0.6197494192243866,0.015976736246129275
2022-12-01,-0.6262529795762648,-0.6210550638808136,-0.0051979156954512495
2022-12-02,-0.7049251185614206,-0.6378799248389944,-0.06704519372242623
2022-12-05,-0.7688775275491337,-0.6641429454685024,-0.10473458208063136
2022-12-06,-0.7783369142169669,-0.6870260014857968,-0.09131091273117009
2022-12-07,-0.7577274548974827,-0.7011882071198828,-0.05653924777759989
2022-12-08,-0.7633838929033884,-0.7136427622690746,-0.049741130634313735
2022-12-09,-0.7910582445396177,-0.7291412076400404,-0.06191703689957728
2022-12-12,-0.7777731240185586,-0.7388753030606833,-0.038897820957875306
2022-12-13,-0.7721489916078947,-0.7455342613863849,-0.02661473022150984
2022-12-14,-0.8181898316790439,-0.7600727473330914,-0.05811708434595253
2022-12-15,-0.879567988149674,-0.7839814940362828,-0.09558649411339115
2022-12-16,-0.8928601477263999,-0.8057642936969468,-0.08709585402945308
2022-12-19,-0.8538839185464011,-0.815390717829427,-0.03849320071697415
2022-12-20,-0.8346782829222814,-0.819249032188539,-0.015429250733742461
2022-12-21,-0.81899783987968,-0.8191987853780838,0.00020094549840377063
2022-12-22,-0.7852938621529002,-0.8124168992657584,0.02712303711285824
2022-12-23,-0.7450813555158545,-0.7989483582948401,0.053867002778985595
2022-12-26,-0.7514748335749981,-0.7894528455619847,0.03797801198698658
2022-12-27,-0.7281374840162258,-0.7771889386145762,0.049051454598350364
2022-12-28,-0.6993633779925134,-0.7616229789987105,0.062259601006197096
2022-12-29,-0.6631092475727423,-0.7419193745005024,0.07881012692776013
2022-12-30,-0.6500552241925621,-0.7235459042169156,0.07349068002435344
2023-01-02,-0.6679090529322628,-0.712418223765527,0.04450917083326422
2023-01-03,-0.6511651487313653,-0.7001673355547582,0.04900218682339286
2023-01-04,-0.5342008476830847,-0.6669734457816412,0.13277259809855646
