Date,PPO,SIGNAL,HISTO
2022-10-28,0.0,0.0,0.0
2022-10-31,-0.005794488175942269,-0.0032191600977457047,-0.0025753280781965642
2022-11-01,0.027034291992040892,0.009179795676756997,0.017854496315283894
2022-11-02,0.03450072719654881,0.01775734700459975,0.016743380191949056
2022-11-03,0.07451029144942603,0.03464006489037625,0.03987022655904978
2022-11-04,0.17855707782024427,0.07364957702549964,0.10490750079474463
2022-11-07,0.17662883761317513,0.09971088064355618,0.07691795696961895
2022-11-08,0.09532781059936392,0.09865754648828633,-0.0033297358889224082
2022-11-09,0.022632011256221694,0.08109527068505422,-0.05846325942883253
2022-11-10,0.053407975370490884,0.07489170928930475,-0.021483733918813863
2022-11-11,-0.07535049246222952,0.04201957402040571,-0.11737006648263523
2022-11-14,-0.21683205704170924,-0.013570900513492705,-0.20326115652821652
2022-11-15,-0.2975537092331422,-0.07367152926486153,-0.2238821799682807
2022-11-16,-0.41633104325933734,-0.14535615525616516,-0.27097488800317215
2022-11-17,-0.51836482609894,-0.22267842493173848,-0.29568640116720146
2022-11-18,-0.5620706814687502,-0.2925228212210306,-0.26954786024771954
2022-11-21,-0.6022357365901149,-0.35589235943835845,-0.24634337715175642
2022-11-22,-0.5947782306092483,-0.4045459997378281,-0.19023223087142016
2022-11-23,-0.6179109440878309,-0.447842963617086,-0.1700679804707449
2022-11-24,-0.7246070357342798,-0.5038413960098233,-0.2207656397244565
2022-11-25,-0.8205306106788169,-0.5677688657806935,-0.2527617448981234
2022-11-28,-0.8535087596507612,-0.6253416567711109,-0.22816710287965036
2022-11-29,-0.8161351797813975,-0.6637269481399122,-0.15240823164148531
2022-11-30,-0.7698050494675321,-0.6850432317084999,-0.08476181775903224
2022-12-01,-0.7999315519977189,-0.7081080321186566,-0.09182351987906234
2022-12-02,-0.91764110251067,-0.7501416851180686,-0.16749941739260144
2022-12-05,-1.0209802476131653,-0.8044406845418531,-0.21653956307131217
2022-12-06,-1.0300431902978675,-0.8496486305782001,-0.18039455971966745
2022-12-07,-0.9903762858654269,-0.8778377822350323,-0.11253850363039464
2022-12-08,-0.9950783025656514,-0.9013149496266792,-0.0937633529389722
2022-12-09,-1.0014541194990094,-0.9213626378699223,-0.08009148162908708
2022-12-12,-0.9969575671154702,-0.9364936117115772,-0.060463955403893044
2022-12-13,-1.0011124441189923,-0.9494255747984447,-0.05168686932054756
2022-12-14,-1.044385630077773,-0.9684272208335111,-0.07595840924426189
2022-12-15,-1.104009651572993,-0.9955547111988295,-0.10845494037416337
2022-12-16,-0.9984810945435945,-0.9961401778625774,-0.0023409166810171023
2022-12-19,-0.8864213840244667,-0.9741907206900792,0.08776933666561249
2022-12-20,-0.7841713997642293,-0.9361789617714523,0.15200756200722298
2022-12-21,-0.717589991248627,-0.8924539025952904,0.17486391134666346
2022-12-22,-0.5865385513587088,-0.8312626986418349,0.24472414728312608
