Date,Open,High,Low,Close,Adj Close,Volume
2022-12-01,1768.699951,1803.699951,1768.699951,1801.099976,1801.099976,1053
2022-12-02,1802.000000,1802.300049,1779.400024,1795.900024,1795.900024,1725
2022-12-05,1795.699951,1808.000000,1764.300049,1767.400024,1767.400024,1713
2022-12-06,1768.599976,1779.400024,1767.900024,1769.300049,1769.300049,105
2022-12-07,1769.300049,1790.300049,1769.300049,1785.500000,1785.500000,422
2022-12-08,1782.000000,1790.900024,1782.000000,1788.699951,1788.699951,713
2022-12-09,1794.900024,1804.300049,1791.099976,1798.099976,1798.099976,125
2022-12-12,1787.300049,1793.900024,1777.699951,1780.500000,1780.500000,85
2022-12-13,1780.699951,1819.800049,1780.500000,1813.900024,1813.900024,205
2022-12-14,1810.800049,1812.800049,1797.900024,1807.500000,1807.500000,1074
2022-12-15,1801.000000,1801.000000,1774.800049,1777.199951,1777.199951,421
2022-12-16,1777.900024,1791.400024,1777.900024,1790.000000,1790.000000,206
2022-12-19,1791.599976,1796.300049,1785.599976,1787.699951,1787.699951,79
2022-12-20,1786.500000,1821.400024,1786.500000,1815.900024,1815.900024,51
2022-12-21,1817.400024,1821.400024,1814.400024,1815.900024,1815.900024,35
2022-12-22,1818.099976,1818.099976,1785.000000,1787.000000,1787.000000,411
2022-12-23,1794.300049,1802.800049,1794.099976,1795.900024,1795.900024,49
2022-12-27,1803.400024,1826.300049,1803.400024,1814.800049,1814.800049,69
2022-12-28,1803.199951,1807.900024,1803.099976,1807.900024,1807.900024,434
2022-12-29,1805.800049,1819.500000,1805.800049,1819.500000,1819.500000,277
2022-12-30,1817.000000,1822.300049,1816.800049,1819.699951,1819.699951,95
2023-01-03,1836.199951,1839.699951,1836.199951,1839.699951,1839.699951,29
2023-01-04,1845.599976,1859.099976,1845.599976,1852.800049,1852.800049,25
2023-01-05,1855.199951,1855.199951,1834.800049,1834.800049,1834.800049,24
2023-01-06,1838.400024,1868.199951,1835.300049,1864.199951,1864.199951,26
2023-01-09,1867.000000,1880.000000,1867.000000,1872.699951,1872.699951,62
2023-01-10,1877.800049,1878.099976,1871.599976,1871.599976,1871.599976,101
2023-01-11,1873.099976,1877.800049,1873.099976,1874.599976,1874.599976,1236
2023-01-12,1877.199951,1897.400024,1877.199951,1895.500000,1895.500000,59
2023-01-13,1899.000000,1920.900024,1898.300049,1918.400024,1918.400024,512
2023-01-17,1920.099976,1920.099976,1905.199951,1907.199951,1907.199951,706
2023-01-18,1911.099976,1911.099976,1903.099976,1904.400024,1904.400024,1027
2023-01-19,1922.099976,1931.800049,1922.099976,1922.099976,1922.099976,371
2023-01-20,1922.099976,1928.500000,1921.400024,1926.400024,1926.400024,1346
2023-01-23,1926.500000,1927.099976,1915.000000,1927.099976,1927.099976,218
2023-01-24,1931.800049,1936.800049,1931.800049,1933.900024,1933.900024,201
2023-01-25,1941.199951,1941.199951,1939.800049,1941.199951,1941.199951,7
2023-01-26,1936.599976,1937.099976,1927.099976,1929.099976,1929.099976,131
2023-01-27,1928.599976,1928.599976,1928.599976,1928.599976,1928.599976,150902
2023-01-30,1928.300049,1933.599976,1920.300049,1922.900024,1922.900024,27220
2023-01-31,1923.000000,1930.400024,1900.599976,1929.500000,1929.500000,1910
2023-02-01,1927.199951,1955.000000,1922.000000,1927.800049,1927.800049,2290
2023-02-02,1952.300049,1959.099976,1911.300049,1916.300049,1916.300049,748
2023-02-03,1912.400024,1917.000000,1861.500000,1862.900024,1862.900024,992
2023-02-06,1865.599976,1880.000000,1863.400024,1866.199951,1866.199951,424
2023-02-07,1870.000000,1875.699951,1868.000000,1871.699951,1871.699951,297
2023-02-08,1872.099976,1880.400024,1872.099976,1877.400024,1877.400024,230
2023-02-09,1875.300049,1884.599976,1859.800049,1866.199951,1866.199951,223
2023-02-10,1861.599976,1863.500000,1852.400024,1862.800049,1862.800049,27
2023-02-13,1859.000000,1861.000000,1850.000000,1851.900024,1851.900024,569
2023-02-14,1854.099976,1862.000000,1846.199951,1854.000000,1854.000000,656
2023-02-15,1842.000000,1842.000000,1828.199951,1834.199951,1834.199951,368
