Date,14 period ATR
2023-07-06,0.005512142857142839
2023-07-07,0.005407857142857131
2023-07-10,0.005316428571428555
2023-07-11,0.005152857142857126
2023-07-12,0.004989285714285696
2023-07-13,0.004922857142857133
2023-07-14,0.00473999999999999
2023-07-17,0.004762857142857132
2023-07-18,0.004427142857142844
2023-07-19,0.004832857142857131
2023-07-20,0.005015714285714274
2023-07-21,0.005089285714285701
2023-07-24,0.005071428571428568
2023-07-25,0.00523571428571428
2023-07-26,0.0054657142857142725
2023-07-27,0.00564928571428569
2023-07-28,0.0056249999999999755
2023-07-31,0.005427142857142829
2023-08-01,0.005409285714285688
2023-08-02,0.005392142857142822
2023-08-03,0.005620714285714257
2023-08-04,0.005607142857142826
2023-08-07,0.00560071428571426
2023-08-08,0.005062142857142841
2023-08-09,0.004792857142857131
2023-08-10,0.004898571428571411
2023-08-11,0.004942142857142839
2023-08-14,0.004884285714285698
2023-08-15,0.004682142857142841
2023-08-16,0.004639285714285703
2023-08-17,0.004773571428571417
2023-08-18,0.0047849999999999915
2023-08-21,0.0046242857142857075
2023-08-22,0.004427142857142852
2023-08-23,0.00452357142857142
2023-08-24,0.0046114285714285675
2023-08-25,0.0047064285714285715
2023-08-28,0.004680714285714284
2023-08-29,0.004645000000000002
2023-08-30,0.0044014285714285796
2023-08-31,0.004427857142857142
2023-09-01,0.004317857142857143
2023-09-04,0.004102142857142855
2023-09-05,0.004128571428571434
2023-09-06,0.004063571428571436
2023-09-07,0.004340714285714293
2023-09-08,0.004247142857142862
2023-09-11,0.0041835714285714375
2023-09-12,0.0038771428571428646
2023-09-13,0.003733571428571431
2023-09-14,0.0036828571428571466
2023-09-15,0.003823571428571426
2023-09-18,0.0038942857142857073
2023-09-19,0.003933571428571417
2023-09-20,0.003906428571428565
2023-09-21,0.004044999999999997
2023-09-22,0.0043657142857142905
2023-09-25,0.0042457142857142815
2023-09-26,0.004177142857142856
2023-09-27,0.00400642857142857
2023-09-28,0.004363571428571427
2023-09-29,0.00446999999999999
2023-10-02,0.004427142857142844
2023-10-03,0.0043685714285714205
2023-10-04,0.0044049999999999844
2023-10-05,0.00426642857142856
2023-10-06,0.004063571428571421
2023-10-09,0.004014285714285708
2023-10-10,0.0038585714285714256
2023-10-11,0.0035514285714285626
2023-10-12,0.003273571428571415
2023-10-13,0.0032421428571428523
2023-10-16,0.0031642857142857145
2023-10-17,0.0032714285714285757
2023-10-18,0.0031035714285714356
2023-10-19,0.003132142857142869
2023-10-20,0.0034121428571428714
2023-10-23,0.0033821428571428652
2023-10-24,0.003303571428571445
2023-10-25,0.0032835714285714412
2023-10-26,0.0034400000000000147
2023-10-27,0.003516428571428579
2023-10-27,0.003597857142857145
