Date,14 period ATR
2022-10-28,
2022-10-31,
2022-11-01,
2022-11-02,
2022-11-03,
2022-11-04,
2022-11-07,
2022-11-08,
2022-11-09,
2022-11-10,
2022-11-11,
2022-11-14,
2022-11-15,
2022-11-16,0.015469285714285694
2022-11-17,0.015279285714285702
2022-11-18,0.015209999999999993
2022-11-21,0.014750714285714284
2022-11-22,0.01470857142857142
2022-11-23,0.014049285714285717
2022-11-24,0.013910714285714285
2022-11-25,0.013857857142857144
2022-11-28,0.013437857142857137
2022-11-29,0.012752142857142847
2022-11-30,0.012016428571428563
2022-12-01,0.011719999999999984
2022-12-02,0.010922857142857123
2022-12-05,0.010077857142857123
2022-12-06,0.00963071428571427
2022-12-07,0.00950928571428568
2022-12-08,0.009117142857142824
2022-12-09,0.009259285714285692
2022-12-12,0.0093042857142857
2022-12-13,0.00939357142857143
2022-12-14,0.008697142857142863
2022-12-15,0.009042142857142856
2022-12-16,0.010284285714285715
2022-12-19,0.010064285714285717
2022-12-20,0.01041142857142858
2022-12-21,0.010105000000000015
2022-12-22,0.010190714285714306
2022-12-23,0.01012500000000002
2022-12-26,0.01701642857142858
2022-12-27,0.01721928571428574
2022-12-28,0.017536428571428595
2022-12-29,0.017553571428571453
2022-12-30,0.017575714285714313
2023-01-02,0.018137857142857157
2023-01-03,0.018805714285714297
2023-01-04,0.018211428571428594
2023-01-05,0.017254285714285746
2023-01-06,0.01739571428571431
2023-01-09,0.017153571428571452
2023-01-10,0.01676500000000003
2023-01-11,0.016556428571428583
2023-01-12,0.01710857142857144
2023-01-13,0.010117857142857147
2023-01-16,0.009812142857142856
2023-01-17,0.009660714285714276
2023-01-18,0.00980571428571426
2023-01-19,0.009742142857142826
2023-01-20,0.00922642857142854
2023-01-23,0.00870785714285711
2023-01-24,0.008733571428571387
2023-01-25,0.008506428571428535
2023-01-26,0.008142142857142829
2023-01-27,0.0077371428571428235
2023-01-30,0.0077099999999999625
2023-01-31,0.00797071428571426
2023-02-01,0.008109285714285692
2023-02-02,0.008457142857142845
2023-02-03,0.00865214285714284
2023-02-06,0.00855999999999998
2023-02-07,0.008585
2023-02-08,0.008617857142857153
2023-02-09,0.008437857142857164
2023-02-10,0.008476428571428591
2023-02-13,0.008527857142857151
2023-02-14,0.008694999999999993
2023-02-15,0.009361428571428567
2023-02-16,0.010005714285714284
2023-02-17,0.010246428571428576
2023-02-20,0.009507142857142856
2023-02-21,0.009287142857142858
2023-02-22,0.009366428571428569
2023-02-23,0.009049285714285728
2023-02-24,0.009014285714285721
2023-02-27,0.008841428571428571
2023-02-28,0.009317857142857124
2023-03-01,0.009460714285714251
2023-03-02,0.00955928571428569
2023-03-03,0.009472142857142849
2023-03-06,0.009329285714285722
2023-03-07,0.00921857142857144
2023-03-08,0.008727142857142869
2023-03-09,0.008546428571428575
2023-03-10,0.008866428571428577
2023-03-13,0.00874785714285715
2023-03-14,0.008450714285714296
2023-03-15,0.00865071428571429
2023-03-16,0.009318571428571445
2023-03-17,0.009296428571428586
2023-03-20,0.00918428571428574
2023-03-21,0.009680000000000038
2023-03-22,0.010017857142857174
2023-03-23,0.009987857142857168
2023-03-24,0.009925000000000008
2023-03-27,0.009353571428571437
2023-03-28,0.009637142857142868
2023-03-29,0.010042142857142873
2023-03-30,0.009937857142857174
2023-03-31,0.009651428571428597
2023-04-03,0.009565714285714304
2023-04-04,0.01005928571428573
2023-04-05,0.009551428571428575
2023-04-06,0.009663571428571438
2023-04-07,0.009406428571428578
2023-04-10,0.008459999999999992
2023-04-11,0.007806428571428563
2023-04-12,0.008080714285714283
2023-04-13,0.008480714285714286
2023-04-14,0.008862857142857141
2023-04-17,0.008562142857142852
2023-04-18,0.008280714285714277
2023-04-19,0.008290714285714262
2023-04-20,0.00799857142857141
2023-04-21,0.008160714285714268
2023-04-24,0.007501428571428563
2023-04-25,0.007406428571428576
2023-04-26,0.0072292857142857
2023-04-27,0.007510714285714275
2023-04-28,0.007977142857142858
2023-05-01,0.00812
2023-05-02,0.008112857142857128
2023-05-03,0.007893571428571436
2023-05-04,0.007712857142857156
2023-05-05,0.008486428571428593
2023-05-08,0.00880214285714287
2023-05-09,0.008608571428571441
2023-05-10,0.008585714285714292
2023-05-11,0.008495000000000015
2023-05-12,0.008659285714285711
2023-05-15,0.00839714285714285
2023-05-16,0.008365714285714294
2023-05-17,0.008172142857142866
2023-05-18,0.007838571428571426
2023-05-19,0.0076064285714285695
2023-05-22,0.007556428571428591
2023-05-23,0.007269285714285724
2023-05-24,0.00727642857142858
2023-05-25,0.006424285714285708
2023-05-26,0.005913571428571439
2023-05-29,0.00589571428571429
2023-05-30,0.006118571428571433
2023-05-31,0.0066735714285714376
2023-06-01,0.007172857142857171
2023-06-02,0.00732214285714288
2023-06-05,0.007718571428571448
2023-06-06,0.007583571428571452
2023-06-07,0.007662142857142887
2023-06-08,0.007930000000000024
2023-06-09,0.007792142857142866
2023-06-12,0.008123571428571437
2023-06-13,0.00819
2023-06-14,0.008211428571428567
2023-06-15,0.00843357142857142
2023-06-16,0.008663571428571422
2023-06-19,0.008769999999999991
2023-06-20,0.00804285714285713
2023-06-21,0.007882142857142822
2023-06-22,0.008190714285714258
2023-06-23,0.007964999999999969
2023-06-26,0.008112857142857097
2023-06-27,0.008094285714285674
2023-06-28,0.008174999999999964
2023-06-29,0.008143571428571408
2023-06-30,0.008004285714285702
2023-07-03,0.007919999999999991
2023-07-04,0.007816428571428566
2023-07-05,0.007684285714285699
2023-07-06,0.007655714285714289
2023-07-07,0.007315714285714299
