Date,14 period ATR
2022-10-28,
2022-10-31,
2022-11-01,
2022-11-02,
2022-11-03,
2022-11-04,
2022-11-07,
2022-11-08,
2022-11-09,
2022-11-10,
2022-11-11,
2022-11-14,
2022-11-15,
2022-11-16,0.016745928571428568
2022-11-17,0.017213071428571425
2022-11-18,0.016955214285714275
2022-11-21,0.016698785714285697
2022-11-22,0.01672807142857141
2022-11-23,0.016160928571428552
2022-11-24,0.016201642857142835
2022-11-25,0.014797214285714264
2022-11-28,0.01381864285714284
2022-11-29,0.013229357142857128
2022-11-30,0.012137214285714277
2022-12-01,0.011540071428571417
2022-12-02,0.011908357142857135
2022-12-05,0.011437642857142842
2022-12-06,0.011136714285714278
2022-12-07,0.010725999999999998
2022-12-08,0.010815142857142857
2022-12-09,0.01079585714285715
2022-12-12,0.010806571428571443
2022-12-13,0.010502285714285733
2022-12-14,0.009928000000000024
2022-12-15,0.010636714285714308
2022-12-16,0.01157885714285716
2022-12-19,0.011608142857142869
2022-12-20,0.011631000000000011
2022-12-21,0.010508142857142863
2022-12-22,0.010407
2022-12-23,0.009896285714285722
2022-12-26,0.00951128571428573
2022-12-27,0.009487000000000015
2022-12-28,0.009533571428571443
2022-12-29,0.009303571428571442
2022-12-30,0.009353571428571437
2023-01-02,0.00882428571428572
2023-01-03,0.009187857142857145
2023-01-04,0.008733571428571427
2023-01-05,0.008320714285714284
2023-01-06,0.008866428571428569
2023-01-09,0.009675714285714287
2023-01-10,0.00951000000000001
2023-01-11,0.008960000000000015
2023-01-12,0.00929428571428573
2023-01-13,0.009475000000000011
2023-01-16,0.009485714285714295
2023-01-17,0.009509285714285729
2023-01-18,0.010272857142857155
2023-01-19,0.010237142857142865
2023-01-20,0.010113428571428582
2023-01-23,0.00962128571428573
2023-01-24,0.00973200000000001
2023-01-25,0.0092677142857143
2023-01-26,0.00862700000000002
2023-01-27,0.007509142857142873
2023-01-30,0.007322714285714301
2023-01-31,0.007454714285714299
2023-02-01,0.007015428571428577
2023-02-02,0.007317571428571431
2023-02-03,0.00832114285714286
2023-02-06,0.008759000000000001
2023-02-07,0.00817778571428571
2023-02-08,0.008161357142857142
2023-02-09,0.008535071428571421
2023-02-10,0.00833578571428571
2023-02-13,0.0081815
2023-02-14,0.008639357142857138
2023-02-15,0.009096499999999992
2023-02-16,0.009780785714285709
2023-02-17,0.0101657857142857
2023-02-20,0.010033071428571414
2023-02-21,0.010544499999999988
2023-02-22,0.010257357142857138
2023-02-23,0.009178785714285709
2023-02-24,0.008713071428571426
2023-02-27,0.00889785714285714
2023-02-28,0.009423571428571429
2023-03-01,0.009352857142857147
2023-03-02,0.00951285714285714
2023-03-03,0.009369999999999998
2023-03-06,0.008858571428571422
2023-03-07,0.008984285714285707
2023-03-08,0.009067857142857136
2023-03-09,0.009000714285714282
2023-03-10,0.009891428571428575
2023-03-13,0.010390714285714284
2023-03-14,0.010514285714285714
2023-03-15,0.01083571428571429
2023-03-16,0.010847142857142864
2023-03-17,0.010704285714285722
2023-03-20,0.010512142857142859
2023-03-21,0.010385000000000002
2023-03-22,0.010255714285714288
2023-03-23,0.010411428571428571
2023-03-24,0.010398571428571432
2023-03-27,0.009680714285714289
2023-03-28,0.009068071428571427
2023-03-29,0.008816642857142851
2023-03-30,0.007938071428571416
2023-03-31,0.007199499999999985
2023-04-03,0.007275214285714268
2023-04-04,0.007566642857142837
2023-04-05,0.007387357142857122
2023-04-06,0.007253071428571408
2023-04-07,0.0068273571428571255
2023-04-10,0.006792357142857126
2023-04-11,0.006703071428571413
2023-04-12,0.006568071428571417
2023-04-13,0.006586642857142848
2023-04-14,0.0068566428571428485
2023-04-17,0.007156142857142857
2023-04-18,0.007241142857142858
2023-04-19,0.007280428571428577
2023-04-20,0.007048285714285721
2023-04-21,0.006733285714285719
2023-04-24,0.0059025714285714315
2023-04-25,0.0060275714285714255
2023-04-26,0.006137571428571432
2023-04-27,0.0061832857142857245
2023-04-28,0.006351142857142865
2023-05-01,0.006395071428571438
2023-05-02,0.006527214285714297
2023-05-03,0.006419357142857153
2023-05-04,0.006357214285714301
2023-05-05,0.0059532142857142934
2023-05-08,0.00596035714285715
2023-05-09,0.0057710714285714405
2023-05-10,0.00582892857142859
2023-05-11,0.006109642857142875
2023-05-12,0.0066172142857143
2023-05-15,0.006437214285714302
2023-05-16,0.006373642857142869
2023-05-17,0.0064836428571428606
2023-05-18,0.006307928571428574
2023-05-19,0.006352428571428569
2023-05-22,0.0060767142857142764
2023-05-23,0.006106714285714275
2023-05-24,0.006052428571428554
2023-05-25,0.006128857142857126
2023-05-26,0.0061274285714285615
2023-05-29,0.00612099999999998
2023-05-30,0.006329571428571402
2023-05-31,0.006047428571428553
2023-06-01,0.005901285714285697
2023-06-02,0.005984999999999978
2023-06-05,0.0062721428571428295
2023-06-06,0.0060985714285714055
2023-06-07,0.006146428571428553
2023-06-08,0.006324428571428556
2023-06-09,0.006709428571428556
2023-06-12,0.006808714285714271
2023-06-13,0.006790142857142848
2023-06-14,0.007160857142857128
2023-06-15,0.00748014285714284
2023-06-16,0.007998714285714272
2023-06-19,0.007691142857142849
2023-06-20,0.007841142857142849
2023-06-21,0.007685357142857142
2023-06-22,0.007616642857142856
2023-06-23,0.0072487857142857215
2023-06-26,0.007207357142857148
2023-06-27,0.0069695000000000095
2023-06-28,0.007016642857142866
2023-06-29,0.007030928571428586
2023-06-30,0.0070809285714285896
2023-07-03,0.007073785714285733
2023-07-04,0.006473071428571453
2023-07-05,0.005968071428571452
2023-07-06,0.005651642857142885
