Date,9 period EMA
2022-10-28,0.99044
2022-10-31,0.9937566666666667
2022-11-01,0.9968932786885245
2022-11-02,0.9978440650406505
2022-11-03,0.9994611327939077
2022-11-04,1.003244761904762
2022-11-07,1.0015985801979237
2022-11-08,0.9985420662034089
2022-11-09,0.9952867289993205
2022-11-10,0.9926458174847934
2022-11-11,0.9865773790998087
2022-11-14,0.9774442815985839
2022-11-15,0.970197001861853
2022-11-16,0.9644885407130915
2022-11-17,0.9603201711031119
2022-11-18,0.9587478808461432
2022-11-21,0.9576393426150931
2022-11-22,0.9578003749935123
2022-11-23,0.9564386758418758
2022-11-24,0.9532542264719108
2022-11-25,0.9512589782609733
2022-11-28,0.9504774156949253
2022-11-29,0.9501379285777106
2022-11-30,0.9509763019685696
2022-12-01,0.949551659427507
2022-12-02,0.9469113476894255
2022-12-05,0.9448140070931416
2022-12-06,0.9443102312302766
2022-12-07,0.9438534781931304
2022-12-08,0.9431358942285831
2022-12-09,0.9416792728148904
2022-12-12,0.9403403574538741
2022-12-13,0.9394197024286517
2022-12-14,0.9373307026942145
2022-12-15,0.9347335086082862
2022-12-16,0.9333143463421428
2022-12-19,0.9335675428072749
2022-12-20,0.9325998332604103
2022-12-21,0.9313176535696857
2022-12-22,0.9303139894459033
2022-12-23,0.9304512061481052
2022-12-26,0.9309370062457859
2022-12-27,0.9311516196024568
2022-12-28,0.9307612744295527
2022-12-29,0.9301509929621353
2022-12-30,0.9286907434874404
2023-01-02,0.9277125675223861
2023-01-03,0.9269700374589351
2023-01-04,0.9287360614740694
2023-01-05,0.9289068516168537
2023-01-06,0.9302914971033396
2023-01-09,0.92960719143196
2023-01-10,0.9278717404637458
2023-01-11,0.9267453857863198
2023-01-12,0.9275803125338455
2023-01-13,0.9275042497424917
2023-01-16,0.9273473993245157
2023-01-17,0.9269559185222022
2023-01-18,0.9259487328883774
2023-01-19,0.9239469832430295
2023-01-20,0.9222575845232269
2023-01-23,0.921784067154157
2023-01-24,0.9217612537054253
2023-01-25,0.9218690030319756
2023-01-26,0.9208892019335556
2023-01-27,0.9207513614914694
2023-01-30,0.9207730892001585
2023-01-31,0.9216744715918814
2023-02-01,0.9205895770503553
2023-02-02,0.9179236612016066
2023-02-03,0.9169789288369203
2023-02-06,0.9188491432664928
2023-02-07,0.9206533147651952
2023-02-08,0.9208526518255913
2023-02-09,0.9208641214610914
2023-02-10,0.9210860971784482
2023-02-13,0.9216268777614203
2023-02-14,0.921025502192534
2023-02-15,0.9211264017562555
2023-02-16,0.9215731214128973
2023-02-17,0.9225504971441326
2023-02-20,0.9231103977216373
2023-02-21,0.9231243181774358
2023-02-22,0.9239994545482819
2023-02-23,0.9254475636470096
2023-02-24,0.9270960509252429
2023-02-27,0.9296828407497794
2023-02-28,0.9308662726033315
2023-03-01,0.9330666180878833
2023-03-02,0.9343472944727362
2023-03-03,0.9358518355804724
2023-03-06,0.9360414684646083
2023-03-07,0.9349711747706471
2023-03-08,0.9364229398176457
2023-03-09,0.9373123518546695
2023-03-10,0.9364198814832918
2023-03-13,0.9328159051851995
2023-03-14,0.9287509241468657
2023-03-15,0.9259007393167669
2023-03-16,0.9269265914536224
2023-03-17,0.927375273162971
2023-03-20,0.9272482185303602
2023-03-21,0.9276385748243289
2023-03-22,0.9264048598593602
2023-03-23,0.9244278878873563
2023-03-24,0.9228223103097993
2023-03-27,0.9222378482478145
2023-03-28,0.9207942785982023
2023-03-29,0.9207154228785598
2023-03-30,0.9201923383028364
2023-03-31,0.9188298706422452
2023-04-03,0.9185658965137925
2023-04-04,0.917394717211021
2023-04-05,0.9149957737687954
2023-04-06,0.913268619015024
2023-04-07,0.9114948952120092
2023-04-10,0.9100499161696007
2023-04-11,0.9098019329356798
2023-04-12,0.9084215463485398
2023-04-13,0.9058918370788257
2023-04-14,0.9025134696630543
2023-04-17,0.9009707757304413
2023-04-18,0.9004786205843524
2023-04-19,0.899562896467481
2023-04-20,0.8991903171739845
2023-04-21,0.8978162537391867
2023-04-24,0.8965930029913488
2023-04-25,0.8946924023930781
2023-04-26,0.8941179219144622
2023-04-27,0.8934563375315695
2023-04-28,0.8935410700252556
2023-05-01,0.8937928560202045
2023-05-02,0.8942082848161639
2023-05-03,0.8938166278529309
2023-05-04,0.8917373022823445
2023-05-05,0.8904298418258755
2023-05-08,0.8905778734607004
2023-05-09,0.8904442987685602
2023-05-10,0.8903874390148482
2023-05-11,0.8901679512118785
2023-05-12,0.8909343609695028
2023-05-15,0.8924234887756023
2023-05-16,0.8930307910204817
2023-05-17,0.8936946328163852
2023-05-18,0.8947041062531081
2023-05-19,0.8967372850024866
2023-05-22,0.8970278280019892
2023-05-23,0.8972822624015915
2023-05-24,0.8980878099212731
2023-05-25,0.8992702479370185
2023-05-26,0.9004261983496148
2023-05-29,0.9014789586796919
2023-05-30,0.9020751669437536
2023-05-31,0.9028201335550029
2023-06-01,0.9042341068440023
2023-06-02,0.9045052854752018
2023-06-05,0.9055482283801615
2023-06-06,0.9056185827041293
2023-06-07,0.9059208661633036
2023-06-08,0.906644692930643
2023-06-09,0.9050557543445144
2023-06-12,0.9046846034756114
2023-06-13,0.9054076827804891
2023-06-14,0.9053781462243913
2023-06-15,0.9043185169795129
2023-06-16,0.9017828135836105
2023-06-19,0.9002662508668884
2023-06-20,0.8993690006935107
2023-06-21,0.8990292005548086
2023-06-22,0.897683360443847
2023-06-23,0.8971226883550777
2023-06-26,0.8968541506840623
2023-06-27,0.8966053205472497
2023-06-28,0.8960342564377999
2023-06-29,0.89615940515024
