Date,TR
2022-10-28,0.009660000000000002
2022-10-31,0.012780000000000014
2022-11-01,0.010159999999999947
2022-11-02,0.00706999999999991
2022-11-03,0.014869999999999939
2022-11-04,0.019139999999999935
2022-11-07,0.025760000000000005
2022-11-08,0.01305999999999996
2022-11-09,0.008399999999999963
2022-11-10,0.023399999999999976
2022-11-11,0.03887000000000007
2022-11-14,0.022910000000000097
2022-11-15,0.009220000000000006
2022-11-16,0.007959999999999967
2022-11-17,0.012759999999999994
2022-11-18,0.010290000000000021
2022-11-21,0.006960000000000077
2022-11-22,0.007699999999999929
2022-11-23,0.01634000000000002
2022-11-24,0.012490000000000001
2022-11-25,0.009299999999999975
2022-11-28,0.006859999999999977
2022-11-29,0.00831000000000004
2022-11-30,0.006750000000000034
2022-12-01,0.017349999999999977
2022-12-02,0.011130000000000084
2022-12-05,0.009280000000000066
2022-12-06,0.008889999999999953
2022-12-07,0.007169999999999899
2022-12-08,0.008010000000000073
2022-12-09,0.009170000000000011
2022-12-12,0.005569999999999964
2022-12-13,0.014029999999999987
2022-12-14,0.01314000000000004
2022-12-15,0.006669999999999954
2022-12-16,0.009140000000000037
2022-12-19,0.006757999999999931
2022-12-20,0.010290000000000021
2022-12-21,0.0047599999999999865
2022-12-22,0.008579999999999921
2022-12-23,0.007780000000000009
2022-12-26,0.0030000000000000027
2022-12-27,0.005980000000000096
2022-12-28,0.007369999999999988
2022-12-29,0.008010000000000073
2022-12-30,0.007390000000000008
2023-01-02,0.0036599999999999966
2023-01-03,0.01678999999999997
2023-01-04,0.012299999999999978
2023-01-05,0.01161000000000001
2023-01-06,0.011580000000000035
2023-01-09,0.01913000000000009
2023-01-10,0.007379999999999942
2023-01-11,0.01102000000000003
2023-01-12,0.012780000000000014
2023-01-13,0.00602999999999998
2023-01-16,0.007112000000000007
2023-01-17,0.008680000000000021
2023-01-18,0.016680000000000028
2023-01-19,0.007019999999999915
2023-01-20,0.009220000000000006
2023-01-23,0.008369999999999989
2023-01-24,0.008589999999999987
2023-01-25,0.006830000000000003
2023-01-26,0.006449999999999956
2023-01-27,0.006960000000000077
2023-01-30,0.005739999999999967
2023-01-31,0.012149999999999994
2023-02-01,0.011680000000000024
2023-02-02,0.010199999999999987
2023-02-03,0.019440000000000013
2023-02-06,0.01576999999999995
2023-02-07,0.006210000000000049
2023-02-08,0.010170000000000012
2023-02-09,0.005750000000000033
2023-02-10,0.00488999999999995
2023-02-13,0.005809999999999982
2023-02-14,0.009739999999999971
2023-02-15,0.007589999999999986
2023-02-16,0.005780000000000007
2023-02-17,0.009750000000000036
2023-02-20,0.0044599999999999085
2023-02-21,0.005119999999999902
2023-02-22,0.006920000000000037
2023-02-23,0.007009999999999961
2023-02-24,0.008890000000000065
2023-02-27,0.009170000000000011
2023-02-28,0.00602999999999998
2023-03-01,0.007719999999999949
2023-03-02,0.0047200000000000575
2023-03-03,0.005160000000000053
2023-03-06,0.011170000000000013
2023-03-07,0.012779999999999903
2023-03-08,0.013109999999999955
2023-03-09,0.006929999999999992
2023-03-10,0.02315999999999996
2023-03-13,0.02571000000000001
2023-03-14,0.008660000000000001
2023-03-15,0.013289999999999913
2023-03-16,0.01744000000000001
2023-03-17,0.006879999999999997
2023-03-20,0.006839999999999957
2023-03-21,0.009159999999999946
2023-03-22,0.008500000000000063
2023-03-23,0.009240000000000026
2023-03-24,0.00602999999999998
2023-03-27,0.0042400000000000215
2023-03-28,0.008520000000000083
2023-03-29,0.007080000000000086
2023-03-30,0.007730000000000015
2023-03-31,0.006369999999999987
2023-04-03,0.007800000000000029
2023-04-04,0.010740000000000083
2023-04-05,0.01102000000000003
2023-04-06,0.0038600000000000856
2023-04-07,0.004750000000000032
2023-04-10,0.007610000000000006
2023-04-11,0.005630000000000024
2023-04-12,0.014419999999999988
2023-04-13,0.016900000000000026
2023-04-14,0.008973000000000009
2023-04-17,0.010569999999999968
2023-04-18,0.0038199999999999346
2023-04-19,0.004510000000000014
2023-04-20,0.006170000000000009
2023-04-21,0.006930000000000103
2023-04-24,0.004589999999999983
2023-04-25,0.006639999999999979
2023-04-26,0.00708999999999993
2023-04-27,0.007299999999999973
2023-04-28,0.007910000000000084
2023-05-01,0.0050800000000000844
2023-05-02,0.00653999999999999
2023-05-03,0.009570000000000078
2023-05-04,0.010249999999999981
2023-05-05,0.013270000000000004
2023-05-08,0.005890000000000062
2023-05-09,0.005349999999999966
2023-05-10,0.005859999999999976
2023-05-11,0.00721000000000005
2023-05-12,0.008139999999999925
2023-05-15,0.0046399999999999775
2023-05-16,0.006379999999999941
2023-05-17,0.007460000000000022
2023-05-18,0.009890000000000065
2023-05-19,0.008179999999999965
2023-05-22,0.010809999999999986
2023-05-23,0.0053399999999999
2023-05-24,0.00761999999999996
2023-05-25,0.00552000000000008
2023-05-26,0.005539999999999989
2023-05-29,0.003329999999999944
2023-05-30,0.006969999999999921
2023-05-31,0.010039999999999938
2023-06-01,0.005539999999999989
2023-06-02,0.006589999999999985
2023-06-05,0.006470000000000087
2023-06-06,0.006259999999999932
2023-06-07,0.00492999999999999
2023-06-08,0.010800000000000032
2023-06-09,0.011140000000000039
2023-06-12,0.011379999999999946
2023-06-13,0.005709999999999993
2023-06-14,0.011599999999999944
2023-06-15,0.013020000000000032
2023-06-16,0.009979999999999989
2023-06-19,0.005759999999999987
2023-06-20,0.005830000000000002
2023-06-21,0.005830000000000002
2023-06-22,0.006939999999999946
2023-06-23,0.008859999999999979
2023-06-26,0.005309999999999926
2023-06-27,0.0045840000000000325
