Date,TR
2023-06-29,0.007370000000000099
2023-06-30,0.007510000000000128
2023-07-03,0.006520000000000081
2023-07-04,0.004489999999999883
2023-07-05,0.005539999999999878
2023-07-06,0.007110000000000172
2023-07-07,0.004110000000000058
2023-07-10,0.00550000000000006
2023-07-11,0.005770000000000053
2023-07-12,0.01261000000000001
2023-07-13,0.01317999999999997
2023-07-14,0.006450000000000067
2023-07-17,0.005970000000000031
2023-07-18,0.008299999999999974
2023-07-19,0.018600000000000172
2023-07-20,0.011599999999999833
2023-07-21,0.008380000000000054
2023-07-24,0.006650000000000045
2023-07-25,0.006099999999999994
2023-07-26,0.005179999999999962
2023-07-27,0.008950000000000014
2023-07-28,0.008289999999999909
2023-07-31,0.010559999999999903
2023-08-01,0.006469999999999976
2023-08-02,0.010420000000000096
